ID,Sex,DOB,Session,Fluid,Side,Concentration,Material,Intake,mls,Total Fluid,Preference
H7,Female,6/18/24,6,Alcohol,Left,0.2,Metal,17.898567843411186,2.0747953450631202,4.094795345063116,50.66908527100369
H3,Female,6/18/24,6,Alcohol,Left,0.2,Metal,30.917794922451183,3.779825183085286,5.329825183085283,70.91837073908029
H2,Male,6/18/24,6,Alcohol,Left,0.2,Metal,13.260882248357275,2.0747953450631202,3.524795345063116,58.86285988118747
H1,Female,6/18/24,6,Alcohol,Left,0.2,Metal,18.157465753893657,2.208321778161237,4.2083217781612365,52.47511703171449
C1,Female,6/18/24,4,Alcohol,Left,0.2,Metal,20.09082903881761,2.608901077455602,4.428901077455603,58.90628469296072
C2,Male,6/18/24,4,Alcohol,Left,0.2,Metal,14.805035777492243,2.5883585492866565,4.228358549286657,61.21426362
C3,Female,6/18/24,4,Alcohol,Left,0.2,Metal,21.748133124734228,2.9067677359052637,4.466767735905266,65.07541711962683
C4,Male,6/18/24,4,Alcohol,Left,0.2,Metal,15.317527790875864,2.6294436056245467,4.879443605624546,53.88818517327633
C5,Female,6/18/24,4,Alcohol,Left,0.2,Metal,23.557698438399637,3.1635493380170283,5.013549338,63.099994130471295
H8,Male,6/18/24,5,Alcohol,Right,0.2,Metal,11.95461712453341,1.930997648,3.9809976478805242,48.50537022820347
H7,Female,6/18/24,5,Alcohol,Right,0.2,Metal,24.45546893456176,2.834868887,4.684868887313961,60.511168092461034
H6,Male,6/18/24,5,Alcohol,Right,0.2,Metal,10.199782713064964,1.602317197177459,3.382317197,47.373356896112256
H4,Male,6/18/24,6,Alcohol,Left,0.2,Metal,8.451058558217415,1.2633654823899145,3.4933654823899114,36.16470961193588
H5,Female,6/18/24,5,Alcohol,Right,0.2,Metal,20.99338406543877,2.7526987746381946,3.9926987746381966,68.94331203053589
H3,Female,6/18/24,5,Alcohol,Right,0.2,Metal,29.15346423394174,3.5641286373113967,5.7441286373113964,62.04820369
H2,Male,6/18/24,5,Alcohol,Right,0.2,Metal,12.99829052066699,2.033710289,4.123710288725233,49.31748707676341
H1,Female,6/18/24,5,Alcohol,Right,0.2,Metal,26.940611979032948,3.276533242946211,5.456533242946211,60.04789299472999
C6,Male,6/18/24,4,Alcohol,Left,0.2,Metal,16.27057014098506,3.0094803767499663,4.519480376749964,66.58907940461366
C7,Female,6/18/24,4,Alcohol,Left,0.2,Metal,32.09574766490226,3.944165408,4.914165408436819,80.26114468319142
C8,Male,6/18/24,4,Alcohol,Left,0.2,Metal,13.609050744446556,2.413747059850657,4.923747059850655,49.02256412667693
H8,Male,6/18/24,4,Alcohol,Left,0.2,Metal,14.752506238785948,2.3829332675972434,3.4729332675972397,68.61442717112395
H6,Male,6/18/24,4,Alcohol,Left,0.2,Metal,15.561206959675982,2.444560852104064,2.9045608521040647,84.16283825946435
H5,Female,6/18/24,4,Alcohol,Left,0.2,Metal,18.721711909103984,2.454832116,4.044832116188543,60.69058110875898
H4,Male,6/18/24,4,Alcohol,Left,0.2,Metal,16.76470153012243,2.506188436610899,4.136188436610901,60.59173741766013
H3,Female,6/18/24,4,Alcohol,Left,0.2,Metal,30.413700440019873,3.7181975985784548,4.818197598578456,77.16988609341092
H4,Male,6/18/24,5,Alcohol,Right,0.2,Metal,15.32183787384135,2.290491890837002,3.6104918908370025,63.43988464978961
H2,Male,6/18/24,4,Alcohol,Left,0.2,Metal,14.77078468257615,2.311034419005947,4.431034419005952,52.155641334972955
H5,Female,6/18/24,6,Alcohol,Left,0.2,Metal,16.606706798033635,2.1775079859078232,3.4375079859078284,63.345539700113726
H8,Male,6/18/24,6,Alcohol,Left,0.2,Metal,10.237730622605762,1.6536735175998105,3.4036735175998105,48.584962953965736
C1,Female,6/18/24,3,Alcohol,Right,0.1,Metal,13.40100950993136,3.259677484869411,4.379677484869415,74.42734073754752
C2,Male,6/18/24,3,Alcohol,Right,0.1,Metal,9.631095728,3.147975141151145,4.147975141151145,75.89185166325562
C3,Female,6/18/24,3,Alcohol,Right,0.1,Metal,13.77548002411015,3.4729274137860986,4.3229274137861005,80.33739828040379
C4,Male,6/18/24,3,Alcohol,Right,0.1,Metal,8.078671712808726,2.599618181079656,4.209618181079655,61.754251080627064
C8,Male,6/18/24,2,Alcohol,Left,0.06,Metal,7.742954950491157,4.152647691794735,4.862647691794729,85.39890107198073
C7,Female,6/18/24,2,Alcohol,Left,0.06,Metal,7.928938336248156,2.8795732169379544,3.3995732169379576,84.70396232653067
C6,Male,6/18/24,2,Alcohol,Left,0.06,Metal,5.094492299028892,2.829054388570617,3.789054388570618,74.66386328747973
C5,Female,6/18/24,2,Alcohol,Left,0.06,Metal,7.462044103837505,3.182686187,4.092686187141954,77.76521438
C4,Male,6/18/24,2,Alcohol,Left,0.06,Metal,4.106968805856619,2.2026209168156967,3.502620916815694,62.88493585592316
C3,Female,6/18/24,2,Alcohol,Left,0.06,Metal,8.247829429,3.4655916259990094,4.225591625999007,82.01435284650064
C2,Male,6/18/24,2,Alcohol,Left,0.06,Metal,0.018547224,0.010103765673464491,3.0101037656734646,0.33566170670544737
H6,Male,6/18/24,6,Alcohol,Left,0.2,Metal,13.33817739400805,2.095337873232065,4.4453378732320665,47.13562687437772
C1,Female,6/18/24,2,Alcohol,Left,0.06,Metal,9.420830681094856,3.819223424570342,4.5492234245703465,83.95330517166344
C6,Male,6/18/24,3,Alcohol,Right,0.1,Metal,7.771737862978554,2.5894634225598088,3.8294634225598037,67.61948442450151
C7,Female,6/18/24,3,Alcohol,Right,0.1,Metal,17.56898269156834,3.828343961980584,4.448343961980589,86.06222888115074
C8,Male,6/18/24,3,Alcohol,Right,0.1,Metal,12.906940353667052,4.153296235,5.133296234615537,80.90895293765577
C8,Male,6/18/24,1,Alcohol,Right,0.03,Metal,3.3113865664461537,3.5518795782017167,4.581879578201718,77.52014250002938
C7,Female,6/18/24,1,Alcohol,Right,0.03,Metal,3.823398179296089,2.777106979,3.577106978990577,77.63555843594733
C6,Male,6/18/24,1,Alcohol,Right,0.03,Metal,2.119966522294447,2.354503743057236,3.894503743057235,60.457092826130406
C5,Female,6/18/24,1,Alcohol,Right,0.03,Metal,4.659235046301055,3.9744828141350714,4.794482814135072,82.89700825326811
C4,Male,6/18/24,1,Alcohol,Right,0.03,Metal,2.654737672250039,2.8475408516461425,3.1175408516461385,91.33932760311932
C3,Female,6/18/24,1,Alcohol,Right,0.03,Metal,3.8913400011407004,3.2701440875794936,4.660144087579495,70.17259608550054
C2,Male,6/18/24,1,Alcohol,Right,0.03,Metal,1.4591712858183137,1.5897931256540272,3.7697931256540267,42.17189306318266
C1,Female,6/18/24,1,Alcohol,Right,0.03,Metal,5.0508221268010915,4.095226595830312,5.835226595830314,70.18110657016547
C5,Female,6/18/24,3,Alcohol,Right,0.1,Metal,14.840684909304947,3.797879686421059,4.607879686421061,82.42141602813574
H1,Female,6/18/24,4,Alcohol,Left,0.2,Metal,28.883038548054074,3.512772316889034,5.142772317,68.30503278072368
H7,Female,6/18/24,4,Alcohol,Left,0.2,Metal,23.835221534047513,2.7629700387226634,4.192970038722663,65.89529648927251
H6,Male,6/18/24,2,Alcohol,Left,0.06,Metal,2.2739509974044987,1.1619330524486462,2.7719330524486456,41.91778915519724
H2,Male,6/18/24,1,Alcohol,Right,0.03,Metal,3.180383072771753,3.0890284150366263,3.1090284150366223,99.35671221583992
H3,Female,6/18/24,1,Alcohol,Right,0.03,Metal,2.1240045537654746,1.5696691620381502,3.8296691620381482,40.987069525420125
H4,Male,6/18/24,1,Alcohol,Right,0.03,Metal,1.8578741966815173,1.7809707800048329,3.1409707800048325,56.70128456279663
H5,Female,6/18/24,1,Alcohol,Right,0.03,Metal,1.2755854853778088,1.066570071641313,2.606570071641319,40.91852673539328
H6,Male,6/18/24,1,Alcohol,Right,0.03,Metal,1.171656993859029,1.1973758351444879,2.9073758351444887,41.18407467897873
H7,Female,6/18/24,1,Alcohol,Right,0.03,Metal,3.0498526925863345,2.253883924977866,3.9238839249778676,57.44012738579107
H8,Male,6/18/24,1,Alcohol,Right,0.03,Metal,2.072753036755193,2.1532641068984955,3.343264106898493,64.40604265919193
H8,Male,6/18/24,2,Alcohol,Left,0.06,Metal,4.746279904374014,2.465318824325824,3.3553188243258245,73.47494987517837
H7,Female,6/18/24,2,Alcohol,Left,0.06,Metal,6.316442666181692,2.333969870570764,4.173969870570767,55.91726684533079
C6,Male,6/18/24,6,Alcohol,Left,0.2,Metal,10.71747452972736,1.9823539683028788,4.692353968302879,42.24647121026661
C7,Female,6/18/24,6,Alcohol,Left,0.2,Metal,32.68082639837705,4.016064257028116,5.556064257028115,72.28253798447373
H4,Male,6/18/24,2,Alcohol,Left,0.06,Metal,5.691628353587829,2.7280167318359583,3.4580167318359623,78.88963366546739
H3,Female,6/18/24,2,Alcohol,Left,0.06,Metal,6.918008634389468,2.556252715387026,3.866252715387021,66.11706227100933
H2,Male,6/18/24,2,Alcohol,Left,0.06,Metal,3.744926481925895,1.8186778212239674,3.348677821223961,54.31032539759917
H1,Female,6/18/24,2,Alcohol,Left,0.06,Metal,4.6805896557647015,1.8085740555505028,4.138574055550501,43.700415439586266
C1,Female,6/18/24,6,Alcohol,Left,0.2,Metal,21.43549082488016,2.783512566891601,4.683512566891607,59.43215753425396
C2,Male,6/18/24,6,Alcohol,Left,0.2,Metal,14.276284499724685,2.495917172526423,4.275917172526424,58.37150421348576
C3,Female,6/18/24,6,Alcohol,Left,0.2,Metal,27.896015280136094,3.7284688626629308,4.978468862662931,74.89187871848237
C4,Male,6/18/24,6,Alcohol,Left,0.2,Metal,7.359593430772362,1.2633654823899145,4.083365482389915,30.939319241404057
C5,Female,6/18/24,6,Alcohol,Left,0.2,Metal,25.163905150108707,3.3792458837909174,4.669245883790916,72.37241233154636
H5,Female,6/18/24,2,Alcohol,Left,0.06,Metal,6.090233975657279,2.546148949713561,3.8861489497135646,65.51856304687522
C8,Male,6/18/24,6,Alcohol,Left,0.2,Metal,14.361891849458468,2.547273492948774,4.7072734929487705,54.113564821853785
H1,Female,6/18/24,1,Alcohol,Right,0.03,Metal,1.6014851485148476,1.2376237623762345,3.7376237623762343,33.11258278
C7,Female,6/18/24,5,Alcohol,Right,0.2,Metal,19.224015528457105,2.362390739428306,3.862390739428306,61.163949967888975
C5,Female,6/18/24,5,Alcohol,Right,0.2,Metal,25.852279455126876,3.471687260551155,4.861687260551156,71.40910294089093
C4,Male,6/18/24,5,Alcohol,Right,0.2,Metal,11.009473099692018,1.8899125915426411,4.029912591542642,46.89711125518945
C8,Male,6/18/24,5,Alcohol,Right,0.2,Metal,11.697992554800882,2.0747953450631202,3.774795345063123,54.964445894441596
C3,Female,6/18/24,5,Alcohol,Right,0.2,Metal,26.205347687400526,3.5025010528045653,5.092501052804568,68.77762059323777
C2,Male,6/18/24,5,Alcohol,Right,0.2,Metal,13.336282228137893,2.331576947174892,3.781576947174895,61.656207972093355
C1,Female,6/18/24,5,Alcohol,Right,0.2,Metal,19.77443803,2.5678160211177192,4.537816021117726,56.58704560008211
C6,Male,6/18/24,5,Alcohol,Right,0.2,Metal,8.051988636323681,1.489333292,4.159333292248282,35.80701972174097
H8,Male,6/18/24,3,Alcohol,Right,0.1,Metal,10.361573799336027,3.2292132093098824,3.7992132093098827,84.99689360409602
H6,Male,6/18/24,3,Alcohol,Right,0.1,Metal,8.313656321,2.5488443884804473,3.5688443884804433,71.41931984223342
H5,Female,6/18/24,3,Alcohol,Right,0.1,Metal,8.137004924750183,2.0411064624883273,4.011106462488327,50.88636967322249
H4,Male,6/18/24,3,Alcohol,Right,0.1,Metal,10.55793643,3.0362727974328756,3.846272797432878,78.94065130948013
H3,Female,6/18/24,3,Alcohol,Right,0.1,Metal,15.98531099673308,3.544010723424999,4.924010723425002,71.97406590861131
H2,Male,6/18/24,3,Alcohol,Right,0.1,Metal,15.299258967534797,4.457938990210813,4.957938990210813,89.91516432559531
H1,Female,6/18/24,3,Alcohol,Right,0.1,Metal,10.468405161325267,2.426987286242334,4.296987286242331,56.481137238009104
H7,Female,6/18/24,3,Alcohol,Right,0.1,Metal,15.527279163015793,3.442463138226574,3.8724631382265735,88.89595627766461
H2,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,8.941657311612236,2.8433323855558705,3.4033323855558693,83.54553900239945
H4,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,8.622282741162353,1.3763493873190973,3.1463493873190966,43.74432772362387
H1,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,17.085792744585373,4.1126772005361705,4.6926772005361705,87.64031755830699
H5,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,11.64534632368115,1.6228597253463986,4.132859725346398,39.267234631593446
H3,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,40.689140384469745,5.515668813360861,10.515668813360861,52.45190687588824
H2,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,6.596993128446211,1.0990252570383823,3.229025257038383,34.03582101573256
H1,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,20.758383497542074,2.7218849823847826,4.771884982384783,57.04003748
H6,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,7.317255949852204,1.2839080105588596,3.6239080105588597,35.42882454019196
H3,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,21.015913365460765,5.351557739956943,6.741557739956944,79.38161989236514
H8,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,11.891028735573158,2.033710288725234,3.3937102887252353,59.92586625563574
H8,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,7.747185388327959,1.3249930668967422,3.4649930668967412,38.239414663054724
H8,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,4.766989222662752,2.6471866064482223,3.4471866064482213,76.79266917249159
H5,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,12.456098282924781,1.7358436302755793,3.9058436302755792,44.442220288094475
H4,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,8.815318922,1.407163179572511,2.6071631795725105,53.972961516096575
H3,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,16.593895240593817,2.249406834499123,5.949406834499124,37.80892611773286
H2,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,8.446617370066651,1.4071631795725092,3.30716318,42.54894914965768
H1,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,17.23337497909154,2.259678098583594,4.569678098583594,49.44939336720452
H1,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,19.035045999632917,2.495917172526423,3.9059171725264212,63.90092422036734
H2,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,9.248121208102178,1.5406896126706315,3.4906896126706326,44.137112823729154
H3,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,17.806234618902025,2.4137470598506554,5.373747059850656,44.91739251898724
H4,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,6.434539359076383,1.0271264084470877,2.817126408447087,36.46007525140772
H5,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,12.30868883578958,1.715301102106638,3.495301102106639,49.074487490442976
H6,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,5.092810141,0.8935999753489654,3.5535999753489653,25.146329962511142
H8,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,9.173698418653126,3.056582314472562,3.4465823144725625,88.68444260384122
H7,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,21.116252549062775,4.975831674722776,5.8958316747227775,84.39575533
H6,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,4.571372402920511,1.482594743896991,3.132594743896991,47.32800968862709
H7,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,20.66622641,2.6705286619624293,3.7905286619624303,70.45267032962744
H5,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,9.961080655599098,2.5996181810796544,3.899618181079655,66.66340293756451
H4,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,8.311212884357609,2.569153905520126,2.779153905520127,92.44374341475347
H7,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,8.592749472567135,3.374657734937811,3.964657734937811,85.11851364114652
C1,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,2.8761554608340054,2.0526442888191267,2.8026442888191267,73.23955797772656
H5,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,3.4146700203321094,1.4852535539995746,3.245253553999574,45.766949462826766
C5,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,13.005812679533147,1.581774669008516,3.401774669008516,46.49851394976555
C4,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,9.030326700518424,1.407163179572511,3.12716318,44.998073294175626
C3,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,10.206420603676085,1.273636746474389,3.3736367464743884,37.75263438796131
C2,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,3.5195433889645735,0.5751907887303696,2.9651907887303683,19.39810385613177
C1,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,7.314392675784871,0.8525149190110828,3.422514919011083,24.90901980516165
C8,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,11.965251888049233,3.137820382631301,3.377820382631301,92.89482646164147
C7,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,0.8516529408180671,0.1726308948373207,2.5526308948373213,6.762861610210294
C6,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,9.546984664,2.9753442463138224,3.3853442463138226,87.88897169183211
C5,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,8.555931725336832,1.9294041187700561,3.419404118770056,56.42515630659221
C4,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,8.719852901312235,2.6402372151590234,3.540237215159024,74.57797471
C3,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,15.039943142087566,3.5440107234249973,3.864010723424996,91.71844948
C2,Male,6/18/24,3,Alcohol,Right,0.1,Plastic,8.767015567244815,2.4879158373613888,2.9079158373613887,85.55666589
C1,Female,6/18/24,3,Alcohol,Right,0.1,Plastic,13.754506249202338,2.944879970754294,3.284879970754294,89.64954570556418
C6,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,5.133718969727969,0.8422436549266121,3.0822436549266126,27.32566757
C8,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,8.853745941837161,3.869742253,4.079742253,94.85261599923899
C6,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,5.271483008546552,2.7381204975094207,3.518120498,77.82907093284088
C5,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,7.446606309722194,2.7987430915502203,3.398743092,82.34641501760787
C4,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,6.306832255126257,3.182686187141948,3.992686187141947,79.712906
C3,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,8.335481524286681,3.2736200782031464,3.663620078203145,89.35479139007018
C2,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,4.122948574719511,1.9500267749790343,3.200026774979034,60.93782684027106
C1,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,5.011701416147389,1.788366524203572,3.8483665242035725,46.47079515311183
C8,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,0.092084924,0.080495854,0.18049585446349486,44.59706551308935
C7,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,0.8637278133301136,0.5835949448603398,2.9035949448603384,20.099048109081565
C6,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,2.3052113212511025,2.394751670288981,2.8247516702889808,84.77742293162325
C5,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,2.5701005836401674,1.931900507123883,4.081900507123883,47.32845653029168
C4,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,2.083614058415741,2.102954198,3.1329541978588096,67.12368152
C3,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,3.471564514830712,2.7267970699508983,3.5567970699508984,76.66439823
C2,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,0.34038534515472485,0.3219834178539808,2.8419834178539802,11.329531897730593
C7,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,0.9869441665908887,0.3334242672243946,3.0934242672243943,10.778484889935996
H6,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,5.1964105740959665,2.8088468572236875,3.3188468572236873,84.63321684
C7,Female,6/18/24,4,Alcohol,Left,0.2,Plastic,7.326071920876123,0.7703448063353158,2.5703448063353163,29.970485066306697
C1,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,15.069411416376065,1.7563861584445206,3.7963861584445198,46.264686603012976
H4,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,5.1185777939438015,2.637082840774756,2.9870828407747556,88.28288271010184
H3,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,11.141622070605415,4.728562335182323,6.238562335182323,75.7957055
H2,Male,6/18/24,2,Alcohol,Left,0.06,Plastic,4.785183838016429,2.5360451840400917,3.4560451840400916,73.37997766208234
H1,Female,6/18/24,2,Alcohol,Left,0.06,Plastic,9.242960360800154,3.7080820021622056,4.258082002162206,87.08338637629062
H8,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,2.246802126192403,2.4953714883683498,3.7553714883683496,66.44805969522206
H7,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,4.124884774079296,3.239958142,4.279958142155681,75.70069693541008
H6,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,0.30714458879195855,0.3320453996619175,3.2920453996619186,10.086294669448282
H5,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,2.706559200793392,2.3545037430572324,3.1045037430572324,75.84154950119596
H4,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,2.646356556387347,2.7267970699508983,3.2567970699508977,83.72634251946222
H3,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,3.1176588081086964,2.6463012154874033,6.256301215487403,42.29817466167573
H2,Male,6/18/24,1,Alcohol,Right,0.03,Plastic,1.879578041372304,1.992272397971505,3.352272397971506,59.43050448934427
H1,Female,6/18/24,1,Alcohol,Right,0.03,Plastic,4.050585607341223,3.2500201239636164,3.9200201239636163,82.90825100860583
H7,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,20.10982800868989,2.598629813371131,3.7586298133711313,69.13768959
C8,Male,6/18/24,4,Alcohol,Left,0.2,Plastic,3.881592391745532,0.6368183732371935,3.9768183732371933,16.013262700725587
C8,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,3.631167076149051,0.5957333168993109,3.085733316899311,19.306053236574947
C6,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,1.6277645513771595,0.2670528661962426,2.9670528661962416,9.000610311
C5,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,9.627679516018041,1.1709241056296804,3.5909241056296803,32.60787672437747
C4,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,6.986968104050749,1.0887539929539134,2.778753992953913,39.18137394366925
C3,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,13.334194659641327,1.6639447816842812,2.913944781684281,57.102824739270076
C2,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,1.5083757381276743,0.24651033802730124,2.7365103380273013,9.008200502725156
C1,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,10.222524703506567,1.1914666337986217,3.101466633798622,38.416232527361885
C8,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,4.5076556807367565,0.7395310140819038,3.2695310140819034,22.618871357902286
C7,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,4.884047947250748,0.5135632042235438,3.1435632042235446,16.336977208969248
C6,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,4.5702620096358775,0.7498022781663745,2.9498022781663753,25.418730052390448
C5,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,8.360879579699878,1.016855144362617,3.656855144362616,27.806820456921688
C4,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,10.467269197389237,1.6310767366139762,2.981076736613976,54.71434923431784
C3,Female,6/18/24,5,Alcohol,Right,0.2,Plastic,16.297349028450522,2.033710288725234,3.2537102887252347,62.50434452546227
C2,Male,6/18/24,5,Alcohol,Right,0.2,Plastic,2.513959563546124,0.4108505633788354,2.560850563378836,16.043519651406417
C7,Female,6/18/24,6,Alcohol,Left,0.2,Plastic,5.665495618810868,0.5957333168993109,2.835733316899311,21.00808680947143
H8,Male,6/18/24,6,Alcohol,Left,0.2,Plastic,6.606127075318417,1.129839049291796,3.4798390492917965,32.46814101